Username	Category	#Followers	#Followees	#Posts
hellowhitney	fashion	35656	856	2419
dylanjordan	fashion	929041	199	1004
lafashiondistrict	fashion	35065	669	2030
rinasonline	fashion	88420	1566	1194
tokidokitraveller	fashion	29250	493	765
i_stolethemoon	fashion	23498	694	1273
lynettecenee	fashion	37284	1601	2874
danielleecastro	fashion	21824	6366	850
lisa.m.aria	fashion	9457	602	306
brunavieira	fashion	1944002	2786	7952
house.of.huber	fashion	583062	210	1086
dom_mcghee	fashion	3562	6734	1958
monicachurch	fashion	191236	812	706
ethereal_red	fashion	34996	549	581
the3dvinas	fashion	86657	63	1284
philbottenberg	fashion	159881	48	758
weylie	fashion	469998	606	3126
sissychristidou	fashion	513719	753	2590
heylauraheyyy	fashion	26857	997	1316
vittocapello	fashion	1692	800	813
janerosecaruso	fashion	15761	6661	1978
vanniaenriquez	fashion	2739	1204	425
milanabanana	fashion	1586	1050	675
kahallasaurus	fashion	1614	1829	1109
and_god_created_elvis	fashion	7407	1671	923
lukebilyk	fashion	182382	548	646
terrytaft_	fashion	1280	618	534
suomelasonja	fashion	8897	153	1137
maristupid	fashion	122092	283	1653
justineelizabethmattera	fashion	241014	2294	3936
elly.mayday	fashion	87647	1200	2146
yumiilym	fashion	1250	1328	1238
operamericano	fashion	18983	484	708
jessicaprdnc	fashion	7712	502	1117
rockmywedding	fashion	230230	2737	4684
nath.beijoluminoso	fashion	37484	929	1552
tawnibannister	fashion	5305	3812	2054
nicholasnac4	fashion	1274	785	661
christinartnd	fashion	7607	369	4134
laurarobinson__	fashion	13384	1335	1066
sasarisa0110	fashion	8854	1737	1397
orijusg	fashion	58044	499	4353
esh_wari	fashion	100972	1120	2332
una216	fashion	92901	4331	1798
mikanewton	fashion	178563	1826	1763
rodriguessteph	fashion	66656	923	1210
toppertroian	fashion	4808	800	395
nashvillewifelife	fashion	1116	3266	2952
rosesness	fashion	19181	245	1011
nicqueen	fashion	64080	997	1856
mlmaren	fashion	2599	449	433
anfori19	fashion	7434	698	580
zizotshwete	fashion	468066	254	987
yuuukikiyo	fashion	9130	635	464
angelicamasseraofficial	fashion	161791	98	752
emilyjayneellis	fashion	8012	697	487
dittikovacs	fashion	17116	0	3240
amandapereira	fashion	234937	3010	1641
charlie_vandenberg	fashion	31151	3249	244
iamfarahfaz	fashion	3444	4947	1872
lucanoto	fashion	16161	7496	2454
grabtheearth	fashion	42069	603	406
kylerecreative	fashion	17542	504	471
devdominguez	fashion	7184	1594	351
lizashleyatl	fashion	10639	2503	1323
lillyalice1	fashion	94336	1945	2045
princesaenara	fashion	42907	15	1115
theashleyleilani	fashion	1031	390	1000
barbspatino	fashion	1070	694	444
charlottemoon_	fashion	142885	554	960
iiinziii	fashion	1843	1666	2034
joeyessex	fashion	1654431	405	2083
goran.nakovski	fashion	2101	603	725
jaimeastrain	fashion	57170	479	522
themodernartista	fashion	26405	1273	772
bon.ng	fashion	16738	76	1062
ama.valle	fashion	12960	1987	574
0720_b	fashion	31521	2202	601
amara_murillo	fashion	1336	1272	493
exercisewithextrafries	fashion	60210	6351	702
lolavan	fashion	23852	1638	1553
lizachloe	fashion	66815	971	2948
monajippy	fashion	65340	475	627
vanessahudgens	fashion	30133386	680	2834
abbeyadora	fashion	1283	1692	2176
rafaelmagura	fashion	5107	447	1552
latonyayvette	fashion	52489	643	2911
mikerizzi	fashion	50554	443	1056
denahuys	fashion	9562	1371	1297
tiff263	fashion	11608	784	595
emmmabooks	fashion	67457	1252	2804
marycharteris	fashion	58160	717	2414
scooby75	fashion	36519	2881	1528
octaviajbeauty	fashion	3699	1128	569
eellalarsson	fashion	3670	484	419
soroxanne	fashion	20696	3132	382
cara.mel95	fashion	12258	564	321
sloopemc	fashion	10375	998	1197
marcuuus	fashion	14065	2953	2486
beabettotti	fashion	29001	491	942
_ariadnediaz_	fashion	11486	178	839
yasminexaz	fashion	41762	919	544
vandamiranda	fashion	97245	730	2569
enndreya	fashion	17539	551	431
bestsoylatte	fashion	1665	3465	3530
melchalz	fashion	1689	1619	1287
graacecaro	fashion	12313	2670	508
ellennrosee	fashion	3803	791	619
carmendiprima	fashion	38681	7340	295
vale_russo7	fashion	27885	7001	305
lauralahayden	fashion	40141	883	4184
andreinaduven	fashion	12100	612	924
mirthamichelle	fashion	90486	1220	1322
glitternaturally	fashion	16165	1279	342
misskatyenglish	fashion	14060	726	1292
ldweedon	fashion	12131	3909	5491
soniwithaneye	fashion	53838	1534	1551
kayceericeofficial	fashion	1407796	707	1971
annetheresebengtsson	fashion	16882	1631	872
dwalla10	fashion	8584	977	392
laluciagarcia	fashion	12110	5325	1429
samnelsondance	fashion	14404	1767	1040
calipsoaranda	fashion	3477	1527	8201
claire_hiller	fashion	20834	1418	1347
kristinegranta	fashion	100971	129	269
missginadarling	fashion	492178	1001	636
fabio_colloricchio	fashion	989644	230	1428
bridesmagazine	fashion	296146	1026	3953
martinhabarreto	fashion	63212	1063	936
gloria_bellaaa	fashion	62820	1037	398
mybookacademy	fashion	16388	203	574
megan_caddy	fashion	9176	2828	737
bryannawoo	fashion	10773	2920	298
852sophie	fashion	1029	320	854
franciscamusic	fashion	264233	2480	1696
bebe_282	fashion	21361	6234	934
lucycuneo	fashion	48262	911	946
tjasab	fashion	7082	1779	3003
piulifechestyle	fashion	1674	1267	1262
valentinageorgiapegorer	fashion	105551	1345	2637
lifejoaquimlopes	fashion	1194	225	771
anameliapolanco	fashion	9404	258	608
monsieur.fanis	fashion	12072	6269	774
nickcarvell	fashion	21987	1386	3565
jamsye33	fashion	37809	868	790
elizabeth_monte	fashion	4108	5386	316
omgitsfirefoxx	fashion	431276	460	2896
tessdaly	fashion	393728	660	734
mutaz_elneel	fashion	8352	1520	421
danielillescas	fashion	533437	472	1310
livpavani	fashion	1845	357	400
_summerella_	fashion	3066136	843	4239
karabo_n	fashion	32794	1481	641
huydo263	fashion	107526	432	611
gabriellaboezio	fashion	11641	5844	1383
nataliapodolsky	fashion	7947	1240	323
makaiacarr	fashion	49849	927	4944
haugaard91	fashion	6036	1416	1855
franciaraisa	fashion	1124315	1188	437
afizyassin	fashion	1040	706	521
samrollinson	fashion	137264	910	1039
krisjenner	fashion	22124041	459	4722
wantthatwedding	fashion	19768	2399	1523
thevioletfog	fashion	10999	550	573
sophia_sayshello	fashion	19377	4380	643
sharnaburgess	fashion	786083	619	1513
roxanneawest	fashion	172969	1998	2062
osia2013	fashion	169091	379	1462
msjuicyy	fashion	8715	1330	3144
model_victoria_	fashion	20402	1476	1967
marycostaphoto	fashion	26618	978	1288
lafeeffaa_	fashion	42710	426	530
kutovakika	fashion	49507	866	615
jusurinstagram	fashion	3677	1081	1232
gpmonaco_	fashion	1735	614	1565
dominikisek	fashion	19913	164	517
cicchigram	fashion	22813	1728	853
chinaealexander	fashion	146151	1151	2610
cateciabi	fashion	13072	248	596
aleshaofficial	fashion	673691	609	1901
herhumble_hunt	fashion	39555	3226	396
itsabbynormal	fashion	1578	683	4315
kourtneykardash	fashion	68085836	82	3572
thebeautyminer	fashion	10330	670	425
capitalcouple	fashion	23389	2704	226
leilajanah	fashion	17852	2463	2702
chocolatemommyluv	fashion	142339	993	2118
ment97	fashion	471640	501	502
cateyesandcandy	fashion	13580	3788	483
marixioficial	fashion	3509731	3217	1994
passportsandperignon	fashion	36434	2090	1218
valentinasiragusa	fashion	129248	1776	3500
authorcarolinegeorge	fashion	14344	3642	343
meaganxrose	fashion	17990	1087	272
whilton.design	fashion	84925	3977	1000
kateli0n	fashion	38803	320	1800
tatigossett	fashion	1438	825	361
graysonobrien_	fashion	14058	1908	453
alessiafoglia_official	fashion	82176	3803	4299
vogue_label	fashion	10208	1706	345
alexandrarosenfeld	fashion	147209	996	2655
amandapaigewilliams	fashion	36540	3086	494
victorias.here	fashion	161679	167	848
dankipnis	fashion	21467	272	620
jilllvd	fashion	505755	519	645
ihavethesugars	fashion	15614	1310	702
findnicolehere	fashion	30029	1104	1092
haniyehabbac	fashion	42596	266	471
benatialemeilleur5	fashion	3601	2945	3070
nessabransan	fashion	8886	1962	1223
hieucow	fashion	122789	754	1330
_taamiferreira	fashion	38348	584	1379
alionawithlove	fashion	37129	1799	1130
annabirgersson	fashion	5230	987	1364
crohnicallyblonde	fashion	2934	2327	1600
thestyledcanvass	fashion	16356	1971	530
withlovelinh	fashion	58389	386	386
gioott	fashion	8254	2523	1338
madelineee_marieee13	fashion	8449	1070	833
iulia.agnew	fashion	5973	1958	1305
theabbeyscott	fashion	28204	4224	873
nomadube.x	fashion	12321	890	270
boopsy429	fashion	94170	4851	3285
tessmasazza	fashion	473810	1363	958
barry_conrad	fashion	31096	714	3220
partoflisi	fashion	17598	653	573
lenakovacevic_official	fashion	68874	464	3179
chiaracapitani	fashion	148993	1394	4475
xelliemoran	fashion	2144	2296	399
sep.nash	fashion	6557	251	579
raissaraissa	fashion	289352	2837	4789
marjean_browning	fashion	1336	841	447
amandajewelfloraldesign	fashion	14977	1818	787
siljemid	fashion	1147	634	336
vinsky360	fashion	203152	270	535
schmittastic	fashion	39883	316	1948
i_praskovya	fashion	2324	508	669
tommymark60	fashion	145309	192	567
virag_toth	fashion	29845	267	486
millionaire_nanny	fashion	33546	1727	582
johannefriisjacobsen	fashion	2104	1505	804
kendalljenner	fashion	96476007	194	3005
afoodiestaysfit	fashion	15574	1994	4106
moussamchangama	fashion	2519	1603	1098
sedolw	fashion	10167	743	1032
whimsicalwonderlandweddings	fashion	55343	618	4929
bethanialocke	fashion	6013	518	302
dentistasfit	fashion	592066	2232	4221
chloechapman	fashion	112303	1716	1979
thejessiest	fashion	2495	831	1018
barrettpall	fashion	249217	606	1087
misskirstenmae	fashion	12018	1497	306
james_dunmore	fashion	285329	152	565
onicolasbrito	fashion	83483	4993	508
cdarin100	fashion	10523	1656	436
federica_califano	fashion	33958	1178	1307
sonjatmorgan	fashion	588229	989	1541
weddingsparrow	fashion	295438	3083	4860
bran.wolf	fashion	647801	615	757
nataliaferviu	fashion	489911	999	1385
alvahemer	fashion	4219	360	295
zsuzsubell	fashion	63001	171	1921
vikafalileeva	fashion	80993	328	833
kaylaa_lynnn	fashion	1248	1034	1395
spiffykerms	fashion	33283	693	3328
premedmotivation	fashion	41971	938	564
missalvy	fashion	40127	1383	939
britniekaplan	fashion	9210	409	887
zosuen	fashion	136425	2298	2649
welovecharliandcapucine	fashion	33321	2066	4896
cecicalvog	fashion	1498	642	768
kandiewanderlust	fashion	5178	3862	336
stellahudgens	fashion	1189633	232	256
missmtteenusa	fashion	1849	101	346
sara.fathalizadeh	fashion	2455	1795	412
jessbantleman	fashion	1185	939	308
eneabarozzi_	fashion	83629	1651	755
slickwoods	fashion	839846	1280	815
carolinakopelioff	fashion	3278706	556	770
itscathyyy	fashion	23548	985	695
mattiapallozzi	fashion	9710	2425	719
malintackdal	fashion	1487	468	1162
titimuller_	fashion	467173	858	3450
lemonsintovodka	fashion	10356	946	652
elenavasilieva	fashion	17334	473	3090
portiaferrari	fashion	20192	1449	1168
pinkrosemamablog	fashion	11278	950	223
kleinstadtrauschen	fashion	2909	541	300
gregorhuntercoleman	fashion	34333	5785	309
mollyconstable	fashion	47660	1174	1118
sophlog	fashion	177545	547	2603
xtasis__	fashion	32608	1000	1509
sinsenossihay_yes	fashion	15067	200	1978
cheriestylery	fashion	1880	444	518
danceallygordon	fashion	12023	1645	734
stevie_bear	fashion	1257135	758	2421
_maylen__	fashion	1890	941	393
plusmaevane	fashion	2431	821	1326
maeleighmoon	fashion	1267	3175	854
giorgiocuellar	fashion	10029	92	347
recommendedbydk	fashion	3749	1559	1067
denise.bodden	fashion	2911	914	720
themagnoliamamas	fashion	11235	3718	1525
selahchristeen	fashion	11349	1274	792
marxmae	fashion	76331	1624	1698
glam_karen	fashion	10148	900	1776
ollymolander	fashion	157865	543	1010
kasstuli	fashion	46842	2402	2357
sarasabate	fashion	54525	911	1788
sharonvanbommel	fashion	32091	647	1681
carolinecumrik	fashion	64993	372	769
kirstyraynor	fashion	17399	1526	623
am.konstantina	fashion	41204	206	384
yourtanlines	fashion	1015	434	400
iqos.trend	fashion	2711	1978	583
givenbyg0d	fashion	3424	1871	2615
yuguialves	fashion	16218	2928	568
nancyebert	fashion	17287	523	454
paula_muir_	fashion	1739	1084	467
thecatholicfeminist	fashion	16595	349	397
caramonte	fashion	2163	1663	1420
theoverwhelmedbride	fashion	63040	320	4993
something_turquoise	fashion	29472	3258	3676
ladyzika.jpg	fashion	199049	490	639
jaimyewaters	fashion	6739	998	574
sarasantostasi	fashion	14779	1334	723
viilmapettersson	fashion	1143	445	279
jalynpeng	fashion	2063	273	349
danieleoscarspada	fashion	92957	3382	402
courtneyannstudio	fashion	4667	834	1173
predmett	fashion	1109	332	1162
joshuapatterson_jp	fashion	457304	184	557
rianneskate	fashion	93435	1180	689
lovemiihuang	fashion	140478	271	1310
kelsikuhn	fashion	5201	1180	348
gaurikhan	fashion	2635662	111	857
tanyabardsley7	fashion	378702	1003	2024
amaliehoelgaard	fashion	21939	351	718
skinnygirldiariez	fashion	29157	1146	1240
emyruo	fashion	39630	4777	623
themilk89	fashion	52302	6167	2528
moniquelund	fashion	7451	1217	3250
eleventhbeauty	fashion	2750	1270	505
dj_gigola	fashion	8886	795	339
alessandragiunta	fashion	22945	2340	692
agnesgrundahl	fashion	12521	453	345
jasuuu	fashion	8837	814	313
annaclaraserpa	fashion	35005	1293	1509
alanna_massey	fashion	10380	1689	624
aggieku0201	fashion	114123	787	958
aasian	fashion	57377	496	1162
herlittledogtoo	fashion	5222	2554	9274
livinlikelindsey	fashion	377835	861	1723
sincorset	fashion	1601	881	959
carolinetorti	fashion	12890	1636	878
thealouisa	fashion	2839	979	365
thefashionablecouple	fashion	2737	868	909
esteelalonde	fashion	734749	648	3078
stephy.sobotka	fashion	111296	649	889
kofixcase	fashion	203494	1024	517
sigridbjorn	fashion	10032	368	266
fraenzziiii	fashion	11069	504	1012
sliceofdubai	fashion	10775	4328	623
thewastedblog	fashion	8232	657	352
maddywhittaker	fashion	2474	2564	1090
rosalynemarie	fashion	36061	6812	1095
mrsvirginia2017	fashion	29513	3035	522
thebridaltheory	fashion	147314	4499	2969
pagingmrsgehrels	fashion	7861	1684	7276
fefepicci	fashion	27289	7346	306
champagnehasbubbles	fashion	38947	820	462
jeffreylately	fashion	22388	33	764
peachynikita	fashion	52056	1853	417
thepopblogsays	fashion	2198	906	2246
corinnakopf	fashion	1223185	145	546
mariarosaria_de_marino	fashion	1380	542	527
harryholland64	fashion	474886	380	360
smartis.92youtube	fashion	16670	651	2837
turtle1117_	fashion	127729	1065	2171
barrylafraise	fashion	63320	2880	1966
nfrancisco90	fashion	22196	491	1846
thatscarol	fashion	1403	1018	338
yagmurvardar_	fashion	25365	553	797
chousner	fashion	6724	822	392
lottanakyva	fashion	25235	725	1441
juliajasmin_aka_jj	fashion	326342	524	1800
x_reneeee_x	fashion	2151	353	330
crisshex88	fashion	20145	184	249
sydneylimaa	fashion	40803	634	786
shannkb	fashion	135592	1789	1891
thedcdarlings	fashion	29932	7299	749
villa_smilla	fashion	19856	510	877
laurentoyota	fashion	91772	1389	2564
deliacreates	fashion	13671	884	2027
mandymoonly	fashion	30032	6702	2546
whateviedid	fashion	10386	557	694
misskarenelson	fashion	143497	1484	4100
jennstreicher	fashion	26499	466	1452
yurikaolano	fashion	1280	831	715
_fedesavi	fashion	24120	6850	404
sbahle_mpisane	fashion	1015670	1598	1247
garotasdegrife	fashion	2105330	2	11367
veganbeautyreview	fashion	67038	2076	2238
_linadoll	fashion	74531	557	1411
bilderzimmer	fashion	14948	1670	4000
cyrihell	fashion	10786	2589	2534
janainatoledooficial	fashion	1025	1011	1461
jacqandjack	fashion	3203	958	318
aylasydney	fashion	17038	3421	2213
stayreddy	fashion	28801	1414	1516
smaragda_karidi_official	fashion	319256	466	636
rkrager	fashion	314968	471	1857
as_tii	fashion	2317	350	292
withdropsofjupiter	fashion	3744	1184	1348
krystalbee	fashion	156214	811	3235
topmodelstacyann	fashion	17013	162	1574
harrietelena	fashion	1072	849	552
andiethues	fashion	48972	3856	1458
gabbyphi	fashion	3311	1566	598
1_0.8	fashion	57829	407	1203
daniela_diaries	fashion	3369	1876	1057
sugarplumpam	fashion	6882	3955	3028
whatsonmimismind	fashion	13806	1185	695
rodrigofaro	fashion	12931592	995	3322
rebeccagade	fashion	4117	557	266
lerchefugl	fashion	3372	851	623
theocarow	fashion	62188	618	602
doctor.yazan	fashion	139834	1154	731
lamodaamimanera	fashion	1537	345	2527
crownsbyceleste	fashion	8398	2313	2760
jacquelinef143	fashion	22171000	705	1878
lazygirlglam	fashion	20270	1670	980
blissfullyblossomingbeauty	fashion	3040	2471	395
theblissbetween	fashion	2534	530	614
polinabrz	fashion	334008	421	1332
thatfashiongirl03	fashion	51035	963	912
cinnamonviolin	fashion	1618	1033	376
rafarochalima	fashion	12396	784	654
naturallysu	fashion	17285	987	503
megcoooper	fashion	2739	1268	498
christenpress	fashion	526164	200	1129
themommyelf	fashion	1466	911	1234
catwalsen	fashion	12437	1024	901
haylvogel	fashion	10042	3626	1407
thelaughingblonde	fashion	5717	2565	426
maryruiz_es	fashion	51463	493	1467
alanapaolucci	fashion	70290	1009	463
andy_samuels	fashion	317395	815	1184
lucilliachenel	fashion	18206	961	803
robynbaker4	fashion	22878	667	444
vivianfabiolav	fashion	245581	1736	2344
supertavares	fashion	12726	3697	1485
twohumansliving	fashion	1062	379	1182
aimeekriskros	fashion	16463	1446	541
aya_kakuchan	fashion	2053	305	634
theyesgirls	fashion	14180	1002	1942
travelersomia	fashion	2861	897	405
chelseynicolemodel	fashion	38130	3101	1934
ariellex3	fashion	2401	649	803
offirmalol	fashion	50067	2380	806
dayanalsuarez	fashion	1197	666	352
swedishgirlinlondon	fashion	6353	1395	938
desejodesernoiva	fashion	16356	1443	3194
seoji72	fashion	61324	381	1936
franniballecter	fashion	3132	419	2002
lucianodicara	fashion	28072	1395	334
josedouglason	fashion	59522	1005	286
benjaminfurland	fashion	4967	690	642
tonynana	fashion	4717	2380	4278
damnitcarolj	fashion	15919	2082	2932
jyunene	fashion	24927	380	459
joannafinata8	fashion	7028	1933	1092
violettbeane	fashion	496768	474	1001
eastonblake	fashion	27298	1309	1450
ali_arrington	fashion	5985	1235	1175
nikkiegdamin	fashion	1134	850	364
ilanadunn	fashion	2098	850	1493
darnadude	fashion	230373	1184	885
itsgoldiesblog	fashion	17249	680	658
ludovica_ferlito	fashion	86107	455	1341
judyaustralia	fashion	6023	436	416
juribeiro	fashion	9102	747	444
josiedoy	fashion	1222	697	310
theerachelmartin	fashion	2447	1857	384
managamini	fashion	1920	994	1212
amyjaine	fashion	14574	578	1900
manuela_antonia23	fashion	1836	493	598
sondreboe	fashion	4444	535	742
alexisjelenich	fashion	19520	706	2030
alessandrocalzoni	fashion	24340	2302	402
camilacvieira	fashion	242847	1142	907
thegoodrichwife	fashion	11899	1502	2813
anne.aubert	fashion	28312	987	959
emiliajmusic	fashion	5138	1355	1655
jamesbamz	fashion	18772	909	611
dawnlgallagher	fashion	19397	7430	853
celinealmlinee	fashion	40476	324	362
nazy_oohlala	fashion	206819	379	429
gabrielacastelo	fashion	15526	2210	3115
emily_michelson	fashion	6429	999	486
itsnikoletta	fashion	3182	1925	507
yukitannowa	fashion	11126	393	795
aracelystefania	fashion	103535	3150	545
_cm0	fashion	4493	1490	1345
mattmellenmusic	fashion	14950	7004	288
jimmy_hi	fashion	16350	417	663
lizakohl	fashion	65843	1763	1797
beatrice_smith	fashion	1671	641	412
vivalanicky	fashion	17457	628	362
kimmkruse	fashion	27219	2282	455
sammie_nicol	fashion	43037	254	935
elyselovemd	fashion	15147	1806	1018
satoism_	fashion	5795	441	323
jefferson_lane	fashion	2008	2043	484
blognatirios	fashion	9072	6986	391
nanitita	fashion	270697	590	1265
chloesway	fashion	1854	578	2780
anniemariesj	fashion	12095	664	947
mmaxinelucille	fashion	22607	1249	439
